52,6,1,1,",",1,10,18,96,18,96,1,0,0,",",0,0,,
53,6,1,1,Hyundai,2,12,19,98,19,98,7,0,0,NNP,0,0,,
54,6,1,1,Motor,3,20,20,106,20,106,5,0,0,NNP,0,0,,
55,6,1,1,Co,4,26,21,112,21,112,2,0,0,NNP,0,0,,
56,6,1,1,.,5,29,22,115,22,115,1,0,0,.,0,0,,
57,7,1,1,reported,0,0,23,117,23,117,8,0,0,VBD,0,0,,
58,7,1,1,its,1,9,24,126,24,126,3,0,0,PRP$,0,0,,
59,7,1,1,first,2,13,25,130,25,130,5,0,0,JJ,0,0,,
60,7,1,1,K-IFRS,3,19,26,136,26,136,6,0,0,NNS,0,0,,
61,7,1,1,results,4,26,27,143,27,143,7,0,0,NNS,0,0,,
62,7,1,1,yesterday,5,34,28,151,28,151,9,0,0,NN,0,0,,
63,7,1,1,",",6,44,29,161,29,161,1,0,0,",",0,0,,
64,7,1,1,which,7,46,30,163,30,163,5,0,0,WDT,0,0,,
65,7,1,1,we,8,52,31,169,31,169,2,0,0,PRP,0,0,,
66,7,1,1,think,9,55,32,172,32,172,5,0,0,VBP,0,0,,
67,7,1,1,was,10,61,33,178,33,178,3,0,0,VBD,0,0,,
68,7,1,1,pretty,11,65,34,182,34,182,6,0,0,RB,0,0,,
69,7,1,1,superb,12,72,35,189,35,189,6,0,0,RB,0,0,,
70,7,1,1,.,13,79,36,196,36,196,1,0,0,.,0,0,,
71,8,1,1,Let,0,0,37,198,37,198,3,0,0,NNP,0,0,,
72,8,1,1,'s,1,4,38,202,38,202,2,0,0,POS,0,0,,
73,8,1,1,hear,2,7,39,205,39,205,4,0,0,JJ,0,0,,
74,8,1,1,more,3,12,40,210,40,210,4,0,0,RBR,0,0,,
75,8,1,1,about,4,17,41,215,41,215,5,0,0,IN,0,0,,
76,8,1,1,it,5,23,42,221,42,221,2,0,0,PRP,0,0,,
77,8,1,1,from,6,26,43,224,43,224,4,0,0,IN,0,0,,
78,8,1,1,Hyundai,7,31,44,229,44,229,7,0,0,NNP,0,0,,
79,8,1,1,Motor,8,39,45,237,45,237,5,0,0,NNP,0,0,,
80,8,1,1,Co,9,45,46,243,46,243,2,0,0,NNP,0,0,,
81,8,1,1,.,10,48,47,246,47,246,1,0,0,.,0,0,,
82,9,1,1,and,0,0,48,248,48,248,3,0,0,CC,0,0,,
83,9,1,1,let,1,4,49,252,49,252,3,0,0,VBD,0,0,,
84,9,1,1,me,2,8,50,256,50,256,2,0,0,PRP,0,0,,
85,9,1,1,hand,3,11,51,259,51,259,4,0,0,VBP,0,0,,
86,9,1,1,this,4,16,52,264,52,264,4,0,0,DT,0,0,,
87,9,1,1,over,5,21,53,269,53,269,4,0,0,IN,0,0,,
88,9,1,1,to,6,26,54,274,54,274,2,0,0,TO,0,0,,
89,9,1,1,Mr,7,29,55,277,55,277,2,0,0,NNP,0,0,,
90,9,1,1,.,8,32,56,280,56,280,1,0,0,.,0,0,,
91,10,1,1,Kang,0,0,57,282,57,282,4,0,0,NNP,0,0,,
92,10,1,1,at,1,5,58,287,58,287,2,0,0,IN,0,0,,
93,10,1,1,Hyundai,2,8,59,290,59,290,7,0,0,NNP,0,0,,
94,10,1,1,Motor,3,16,60,298,60,298,5,0,0,NNP,0,0,,
95,10,1,1,Co,4,22,61,304,61,304,2,0,0,NNP,0,0,,
96,10,1,1,.,5,25,62,307,62,307,1,0,0,.,0,0,,
97,11,1,1,Mr,0,0,63,309,63,309,2,0,0,NNP,0,0,,
98,11,1,1,.,1,3,64,312,64,312,1,0,0,.,0,0,,
99,12,1,1,Kang,0,0,65,314,65,314,4,0,0,NNP,0,0,,
100,12,1,1,?,1,5,66,319,66,319,1,0,0,.,0,0,,
101,13,2,2,Hi,0,0,0,0,0,0,2,0,0,NNP,0,0,,
102,13,2,2,.,1,3,1,3,1,3,1,0,0,.,0,0,,
103,14,2,2,First,0,0,2,5,2,5,5,0,0,NNP,0,0,,
104,14,2,2,of,1,6,3,11,3,11,2,0,0,IN,0,0,,
105,14,2,2,all,2,9,4,14,4,14,3,0,0,DT,0,0,,
106,14,2,2,",",3,13,5,18,5,18,1,0,0,",",0,0,,
107,14,2,2,thank,4,15,6,20,6,20,5,0,0,NN,0,0,,
108,14,2,2,you,5,21,7,26,7,26,3,0,0,PRP,0,0,,
109,14,2,2,very,6,25,8,30,8,30,4,0,0,RB,0,0,,
110,14,2,2,much,7,30,9,35,9,35,4,0,0,RB,0,0,,
111,14,2,2,for,8,35,10,40,10,40,3,0,0,IN,0,0,,
112,14,2,2,joining,9,39,11,44,11,44,7,0,0,VBG,0,0,,
113,14,2,2,us,10,47,12,52,12,52,2,0,0,PRP,0,0,,
114,14,2,2,today,11,50,13,55,13,55,5,0,0,NN,0,0,,
115,14,2,2,for,12,56,14,61,14,61,3,0,0,IN,0,0,,
116,14,2,2,our,13,60,15,65,15,65,3,0,0,PRP$,0,0,,
117,14,2,2,Conference,14,64,16,69,16,69,10,0,0,NNP,0,0,,
118,14,2,2,Call,15,75,17,80,17,80,4,0,0,NNP,0,0,,
119,14,2,2,of,16,80,18,85,18,85,2,0,0,IN,0,0,,
120,14,2,2,2011,17,83,19,88,19,88,4,0,0,CD,0,0,,
121,14,2,2,Business,18,88,20,93,20,93,8,0,0,NNP,0,0,,
122,14,2,2,Result,19,97,21,102,21,102,6,0,0,NNP,0,0,,
123,14,2,2,of,20,104,22,109,22,109,2,0,0,IN,0,0,,
124,14,2,2,Hyundai,21,107,23,112,23,112,7,0,0,NNP,0,0,,
125,14,2,2,Motor,22,115,24,120,24,120,5,0,0,NNP,0,0,,
126,14,2,2,Co,23,121,25,126,25,126,2,0,0,NNP,0,0,,
127,14,2,2,.,24,124,26,129,26,129,1,0,0,.,0,0,,
128,15,2,2,So,0,0,27,131,27,131,2,0,0,IN,0,0,,
129,15,2,2,",",1,3,28,134,28,134,1,0,0,",",0,0,,
130,15,2,2,this,2,5,29,136,29,136,4,0,0,DT,0,0,,
131,15,2,2,presentation,3,10,30,141,30,141,12,0,0,NN,0,0,,
132,15,2,2,will,4,23,31,154,31,154,4,0,0,MD,0,0,,
133,15,2,2,be,5,28,32,159,32,159,2,0,0,VB,0,0,,
134,15,2,2,begin,6,31,33,162,33,162,5,0,0,VBN,0,0,,
135,15,2,2,with,7,37,34,168,34,168,4,0,0,IN,0,0,,
136,15,2,2,a,8,42,35,173,35,173,1,0,0,DT,0,0,,
137,15,2,2,brief,9,44,36,175,36,175,5,0,0,JJ,0,0,,
138,15,2,2,explanation,10,50,37,181,37,181,11,0,0,NN,0,0,,
139,15,2,2,of,11,62,38,193,38,193,2,0,0,IN,0,0,,
140,15,2,2,those,12,65,39,196,39,196,5,0,0,DT,0,0,,
141,15,2,2,results,13,71,40,202,40,202,7,0,0,NNS,0,0,,
142,15,2,2,of,14,79,41,210,41,210,2,0,0,IN,0,0,,
143,15,2,2,2011,15,82,42,213,42,213,4,0,0,CD,0,0,,
144,15,2,2,first,16,87,43,218,43,218,5,0,0,JJ,0,0,,
145,15,2,2,quarter,17,93,44,224,44,224,7,0,0,NN,0,0,,
146,15,2,2,.,18,101,45,232,45,232,1,0,0,.,0,0,,
147,16,2,2,And,0,0,46,234,46,234,3,0,0,CC,0,0,,
148,16,2,2,after,1,4,47,238,47,238,5,0,0,IN,0,0,,
149,16,2,2,that,2,10,48,244,48,244,4,0,0,DT,0,0,,
150,16,2,2,",",3,15,49,249,49,249,1,0,0,",",0,0,,
151,16,2,2,I,4,17,50,251,50,251,1,0,0,PRP,0,0,,
152,16,2,2,will,5,19,51,253,51,253,4,0,0,MD,0,0,,
153,16,2,2,go,6,24,52,258,52,258,2,0,0,VB,0,0,,
154,16,2,2,on,7,27,53,261,53,261,2,0,0,IN,0,0,,
155,16,2,2,more,8,30,54,264,54,264,4,0,0,JJR,0,0,,
156,16,2,2,details,9,35,55,269,55,269,7,0,0,NNS,0,0,,
157,16,2,2,of,10,43,56,277,56,277,2,0,0,IN,0,0,,
158,16,2,2,business,11,46,57,280,57,280,8,0,0,NN,0,0,,
159,16,2,2,results,12,55,58,289,58,289,7,0,0,NNS,0,0,,
160,16,2,2,.,13,63,59,297,59,297,1,0,0,.,0,0,,
161,17,3,2,So,0,0,0,0,60,299,2,0,0,IN,0,0,,
162,17,3,2,",",1,3,1,3,61,302,1,0,0,",",0,0,,
163,17,3,2,let,2,5,2,5,62,304,3,0,0,VB,0,0,,
164,17,3,2,me,3,9,3,9,63,308,2,0,0,PRP,0,0,,
165,17,3,2,start,4,12,4,12,64,311,5,0,0,VB,0,0,,
166,17,3,2,with,5,18,5,18,65,317,4,0,0,IN,0,0,,
167,17,3,2,Page,6,23,6,23,66,322,4,0,0,NNP,0,0,,
168,17,3,2,number,7,28,7,28,67,327,6,0,0,NN,0,0,,
169,17,3,2,5,8,35,8,35,68,334,1,0,0,CD,0,0,,
170,17,3,2,",",9,37,9,37,69,336,1,0,0,",",0,0,,
171,17,3,2,the,10,39,10,39,70,338,3,0,0,DT,0,0,,
172,17,3,2,sales,11,43,11,43,71,342,5,0,0,NNS,0,0,,
173,17,3,2,summary,12,49,12,49,72,348,7,0,0,NN,0,0,,
174,17,3,2,.,13,57,13,57,73,356,1,0,0,.,0,0,,
175,18,3,2,The,0,0,14,59,74,358,3,0,0,DT,0,0,,
176,18,3,2,total,1,4,15,63,75,362,5,0,0,NN,0,0,,
177,18,3,2,global,2,10,16,69,76,368,6,0,0,JJ,0,0,,
178,18,3,2,retail,3,17,17,76,77,375,6,0,0,NN,0,0,,
179,18,3,2,sales,4,24,18,83,78,382,5,0,0,NNS,0,0,,
180,18,3,2,volume,5,30,19,89,79,388,6,0,0,NN,0,0,,
181,18,3,2,in,6,37,20,96,80,395,2,0,0,IN,0,0,,
182,18,3,2,first,7,40,21,99,81,398,5,0,0,JJ,0,0,,
183,18,3,2,quarter,8,46,22,105,82,404,7,0,0,NN,0,0,,
184,18,3,2,2011,9,54,23,113,83,412,4,0,0,CD,0,0,,
185,18,3,2,increased,10,59,24,118,84,417,9,0,0,VBD,0,0,,
186,18,3,2,by,11,69,25,128,85,427,2,0,0,IN,0,0,,
187,18,3,2,10,12,72,26,131,86,430,2,0,0,CD,0,0,,
188,18,3,2,%,13,75,27,134,87,433,1,0,0,NN,0,0,,
189,18,3,2,against,14,77,28,136,88,435,7,0,0,IN,0,0,,
190,18,3,2,last,15,85,29,144,89,443,4,0,0,JJ,0,0,,
191,18,3,2,year,16,90,30,149,90,448,4,0,0,NN,0,0,,
192,18,3,2,'s,17,95,31,154,91,453,2,0,0,POS,0,0,,
193,18,3,2,first,18,98,32,157,92,456,5,0,0,JJ,0,0,,
194,18,3,2,quarter,19,104,33,163,93,462,7,0,0,NN,0,0,,
195,18,3,2,.,20,112,34,171,94,470,1,0,0,.,0,0,,
196,19,3,2,And,0,0,35,173,95,472,3,0,0,CC,0,0,,
197,19,3,2,the,1,4,36,177,96,476,3,0,0,DT,0,0,,
198,19,3,2,total,2,8,37,181,97,480,5,0,0,JJ,0,0,,
199,19,3,2,sales,3,14,38,187,98,486,5,0,0,NNS,0,0,,
200,19,3,2,recorded,4,20,39,193,99,492,8,0,0,VBD,0,0,,
201,19,3,2,"914,000",5,29,40,202,100,501,7,0,0,CD,0,0,,
202,19,3,2,units,6,37,41,210,101,509,5,0,0,NNS,0,0,,
203,19,3,2,.,7,43,42,216,102,515,1,0,0,.,0,0,,
204,20,3,2,And,0,0,43,218,103,517,3,0,0,CC,0,0,,
205,20,3,2,in,1,4,44,222,104,521,2,0,0,IN,0,0,,
206,20,3,2,domestic,2,7,45,225,105,524,8,0,0,JJ,0,0,,
207,20,3,2,markets,3,16,46,234,106,533,7,0,0,NNS,0,0,,
208,20,3,2,the,4,24,47,242,107,541,3,0,0,DT,0,0,,
209,20,3,2,number,5,28,48,246,108,545,6,0,0,NN,0,0,,
210,20,3,2,of,6,35,49,253,109,552,2,0,0,IN,0,0,,
211,20,3,2,unit,7,38,50,256,110,555,4,0,0,NN,0,0,,
212,20,3,2,sales,8,43,51,261,111,560,5,0,0,NNS,0,0,,
213,20,3,2,slightly,9,49,52,267,112,566,8,0,0,RB,0,0,,
214,20,3,2,decreased,10,58,53,276,113,575,9,0,0,VBD,0,0,,
215,20,3,2,by,11,68,54,286,114,585,2,0,0,IN,0,0,,
216,20,3,2,0.8,12,71,55,289,115,588,3,0,0,CD,0,0,,
217,20,3,2,%,13,75,56,293,116,592,1,0,0,NN,0,0,,
218,20,3,2,due,14,77,57,295,117,594,3,0,0,JJ,0,0,,
219,20,3,2,to,15,81,58,299,118,598,2,0,0,TO,0,0,,
220,20,3,2,high,16,84,59,302,119,601,4,0,0,JJ,0,0,,
221,20,3,2,base,17,89,60,307,120,606,4,0,0,NN,0,0,,
222,20,3,2,effect,18,94,61,312,121,611,6,0,0,NN,0,0,,
223,20,3,2,from,19,101,62,319,122,618,4,0,0,IN,0,0,,
224,20,3,2,last,20,106,63,324,123,623,4,0,0,JJ,0,0,,
225,20,3,2,year,21,111,64,329,124,628,4,0,0,NN,0,0,,
226,20,3,2,'s,22,116,65,334,125,633,2,0,0,POS,0,0,,
227,20,3,2,remarkable,23,119,66,337,126,636,10,0,0,JJ,0,0,,
228,20,3,2,growth,24,130,67,348,127,647,6,0,0,NN,0,0,,
229,20,3,2,.,25,137,68,355,128,654,1,0,0,.,0,0,,
230,21,4,2,And,0,0,0,0,129,656,3,0,0,CC,0,0,,
231,21,4,2,in,1,4,1,4,130,660,2,0,0,IN,0,0,,
232,21,4,2,overseas,2,7,2,7,131,663,8,0,0,JJ,0,0,,
233,21,4,2,market,3,16,3,16,132,672,6,0,0,NN,0,0,,
234,21,4,2,",",4,23,4,23,133,679,1,0,0,",",0,0,,
235,21,4,2,the,5,25,5,25,134,681,3,0,0,DT,0,0,,
236,21,4,2,sales,6,29,6,29,135,685,5,0,0,NNS,0,0,,
237,21,4,2,there,7,35,7,35,136,691,5,0,0,RB,0,0,,
238,21,4,2,increased,8,41,8,41,137,697,9,0,0,VBN,0,0,,
239,21,4,2,by,9,51,9,51,138,707,2,0,0,IN,0,0,,
240,21,4,2,12.8,10,54,10,54,139,710,4,0,0,CD,0,0,,
241,21,4,2,%,11,59,11,59,140,715,1,0,0,NN,0,0,,
242,21,4,2,to,12,61,12,61,141,717,2,0,0,TO,0,0,,
243,21,4,2,"747,000",13,64,13,64,142,720,7,0,0,CD,0,0,,
244,21,4,2,units,14,72,14,72,143,728,5,0,0,NNS,0,0,,
245,21,4,2,.,15,78,15,78,144,734,1,0,0,.,0,0,,
246,22,4,2,And,0,0,16,80,145,736,3,0,0,CC,0,0,,
247,22,4,2,the,1,4,17,84,146,740,3,0,0,DT,0,0,,
248,22,4,2,increase,2,8,18,88,147,744,8,0,0,NN,0,0,,
249,22,4,2,reflected,3,17,19,97,148,753,9,0,0,VBD,0,0,,
250,22,4,2,improvement,4,27,20,107,149,763,11,0,0,NN,0,0,,
251,22,4,2,of,5,39,21,119,150,775,2,0,0,IN,0,0,,
252,22,4,2,brand,6,42,22,122,151,778,5,0,0,NN,0,0,,
253,22,4,2,value,7,48,23,128,152,784,5,0,0,NN,0,0,,
254,22,4,2,and,8,54,24,134,153,790,3,0,0,CC,0,0,,
255,22,4,2,the,9,58,25,138,154,794,3,0,0,DT,0,0,,
256,22,4,2,product,10,62,26,142,155,798,7,0,0,NN,0,0,,
257,22,4,2,'s,11,70,27,150,156,806,2,0,0,POS,0,0,,
258,22,4,2,strength,12,73,28,153,157,809,8,0,0,NN,0,0,,
259,22,4,2,.,13,82,29,162,158,818,1,0,0,.,0,0,,
260,23,4,2,And,0,0,30,164,159,820,3,0,0,CC,0,0,,
261,23,4,2,while,1,4,31,168,160,824,5,0,0,IN,0,0,,
262,23,4,2,the,2,10,32,174,161,830,3,0,0,DT,0,0,,
263,23,4,2,sales,3,14,33,178,162,834,5,0,0,NNS,0,0,,
264,23,4,2,growth,4,20,34,184,163,840,6,0,0,NN,0,0,,
265,23,4,2,in,5,27,35,191,164,847,2,0,0,IN,0,0,,
266,23,4,2,U.S,6,30,36,194,165,850,3,0,0,NNP,0,0,,
267,23,4,2,.,7,34,37,198,166,854,1,0,0,.,0,0,,
268,24,4,2,market,0,0,38,200,167,856,6,0,0,NN,0,0,,
269,24,4,2,and,1,7,39,207,168,863,3,0,0,CC,0,0,,
270,24,4,2,Chinese,2,11,40,211,169,867,7,0,0,JJ,0,0,,
271,24,4,2,market,3,19,41,219,170,875,6,0,0,NN,0,0,,
272,24,4,2,led,4,26,42,226,171,882,3,0,0,VBD,0,0,,
273,24,4,2,the,5,30,43,230,172,886,3,0,0,DT,0,0,,
274,24,4,2,overseas,6,34,44,234,173,890,8,0,0,JJ,0,0,,
275,24,4,2,growth,7,43,45,243,174,899,6,0,0,NN,0,0,,
276,24,4,2,",",8,50,46,250,175,906,1,0,0,",",0,0,,
277,24,4,2,our,9,52,47,252,176,908,3,0,0,PRP$,0,0,,
278,24,4,2,sales,10,56,48,256,177,912,5,0,0,NNS,0,0,,
279,24,4,2,in,11,62,49,262,178,918,2,0,0,IN,0,0,,
280,24,4,2,rest,12,65,50,265,179,921,4,0,0,NN,0,0,,
281,24,4,2,of,13,70,51,270,180,926,2,0,0,IN,0,0,,
282,24,4,2,the,14,73,52,273,181,929,3,0,0,DT,0,0,,
283,24,4,2,other,15,77,53,277,182,933,5,0,0,JJ,0,0,,
284,24,4,2,markets,16,83,54,283,183,939,7,0,0,NNS,0,0,,
285,24,4,2,also,17,91,55,291,184,947,4,0,0,RB,0,0,,
286,24,4,2,increased,18,96,56,296,185,952,9,0,0,VBD,0,0,,
287,24,4,2,by,19,106,57,306,186,962,2,0,0,IN,0,0,,
288,24,4,2,4.7,20,109,58,309,187,965,3,0,0,CD,0,0,,
289,24,4,2,%,21,113,59,313,188,969,1,0,0,NN,0,0,,
290,24,4,2,and,22,115,60,315,189,971,3,0,0,CC,0,0,,
291,24,4,2,despite,23,119,61,319,190,975,7,0,0,IN,0,0,,
292,24,4,2,the,24,127,62,327,191,983,3,0,0,DT,0,0,,
293,24,4,2,unstable,25,131,63,331,192,987,8,0,0,JJ,0,0,,
294,24,4,2,situation,26,140,64,340,193,996,9,0,0,NN,0,0,,
295,24,4,2,in,27,150,65,350,194,1006,2,0,0,IN,0,0,,
296,24,4,2,Middle,28,153,66,353,195,1009,6,0,0,NNP,0,0,,
297,24,4,2,East,29,160,67,360,196,1016,4,0,0,NNP,0,0,,
298,24,4,2,and,30,165,68,365,197,1021,3,0,0,CC,0,0,,
299,24,4,2,Africa,31,169,69,369,198,1025,6,0,0,NNP,0,0,,
300,24,4,2,.,32,176,70,376,199,1032,1,0,0,.,0,0,,
301,25,5,2,And,0,0,0,0,200,1034,3,0,0,CC,0,0,,
302,25,5,2,I,1,4,1,4,201,1038,1,0,0,PRP,0,0,,
303,25,5,2,'m,2,6,2,6,202,1040,2,0,0,VBP,0,0,,
304,25,5,2,going,3,9,3,9,203,1043,5,0,0,VBG,0,0,,
305,25,5,2,to,4,15,4,15,204,1049,2,0,0,TO,0,0,,
306,25,5,2,move,5,18,5,18,205,1052,4,0,0,VB,0,0,,
307,25,5,2,to,6,23,6,23,206,1057,2,0,0,TO,0,0,,
308,25,5,2,the,7,26,7,26,207,1060,3,0,0,DT,0,0,,
309,25,5,2,next,8,30,8,30,208,1064,4,0,0,JJ,0,0,,
310,25,5,2,page,9,35,9,35,209,1069,4,0,0,NN,0,0,,
311,25,5,2,",",10,40,10,40,210,1074,1,0,0,",",0,0,,
312,25,5,2,the,11,42,11,42,211,1076,3,0,0,DT,0,0,,
313,25,5,2,sales,12,46,12,46,212,1080,5,0,0,NNS,0,0,,
314,25,5,2,results,13,52,13,52,213,1086,7,0,0,NNS,0,0,,
315,25,5,2,by,14,60,14,60,214,1094,2,0,0,IN,0,0,,
316,25,5,2,key,15,63,15,63,215,1097,3,0,0,JJ,0,0,,
317,25,5,2,region,16,67,16,67,216,1101,6,0,0,NN,0,0,,
318,25,5,2,.,17,74,17,74,217,1108,1,0,0,.,0,0,,
319,26,5,2,Despite,0,0,18,76,218,1110,7,0,0,IN,0,0,,
320,26,5,2,introduction,1,8,19,84,219,1118,12,0,0,NN,0,0,,
321,26,5,2,of,2,21,20,97,220,1131,2,0,0,IN,0,0,,
322,26,5,2,a,3,24,21,100,221,1134,1,0,0,DT,0,0,,
323,26,5,2,new,4,26,22,102,222,1136,3,0,0,JJ,0,0,,
324,26,5,2,Grandeur,5,30,23,106,223,1140,8,0,0,NNP,0,0,,
325,26,5,2,and,6,39,24,115,224,1149,3,0,0,CC,0,0,,
326,26,5,2,new,7,43,25,119,225,1153,3,0,0,JJ,0,0,,
327,26,5,2,Accent,8,47,26,123,226,1157,6,0,0,NNP,0,0,,
328,26,5,2,in,9,54,27,130,227,1164,2,0,0,IN,0,0,,
329,26,5,2,first,10,57,28,133,228,1167,5,0,0,JJ,0,0,,
330,26,5,2,quarter,11,63,29,139,229,1173,7,0,0,NN,0,0,,
331,26,5,2,",",12,71,30,147,230,1181,1,0,0,",",0,0,,
332,26,5,2,the,13,73,31,149,231,1183,3,0,0,DT,0,0,,
333,26,5,2,Korean,14,77,32,153,232,1187,6,0,0,NNP,0,0,,
334,26,5,2,market,15,84,33,160,233,1194,6,0,0,NN,0,0,,
335,26,5,2,slightly,16,91,34,167,234,1201,8,0,0,RB,0,0,,
336,26,5,2,decreased,17,100,35,176,235,1210,9,0,0,VBN,0,0,,
337,26,5,2,by,18,110,36,186,236,1220,2,0,0,IN,0,0,,
338,26,5,2,0.8,19,113,37,189,237,1223,3,0,0,CD,0,0,,
339,26,5,2,%,20,117,38,193,238,1227,1,0,0,NN,0,0,,
340,26,5,2,due,21,119,39,195,239,1229,3,0,0,JJ,0,0,,
341,26,5,2,to,22,123,40,199,240,1233,2,0,0,TO,0,0,,
342,26,5,2,keen,23,126,41,202,241,1236,4,0,0,VB,0,0,,
343,26,5,2,competitions,24,131,42,207,242,1241,12,0,0,NNS,0,0,,
344,26,5,2,in,25,144,43,220,243,1254,2,0,0,IN,0,0,,
345,26,5,2,the,26,147,44,223,244,1257,3,0,0,DT,0,0,,
346,26,5,2,market,27,151,45,227,245,1261,6,0,0,NN,0,0,,
347,26,5,2,",",28,158,46,234,246,1268,1,0,0,",",0,0,,
348,26,5,2,and,29,160,47,236,247,1270,3,0,0,CC,0,0,,
349,26,5,2,the,30,164,48,240,248,1274,3,0,0,DT,0,0,,
350,26,5,2,total,31,168,49,244,249,1278,5,0,0,JJ,0,0,,
351,26,5,2,sales,32,174,50,250,250,1284,5,0,0,NNS,0,0,,
352,26,5,2,in,33,180,51,256,251,1290,2,0,0,IN,0,0,,
353,26,5,2,Korean,34,183,52,259,252,1293,6,0,0,NNP,0,0,,
354,26,5,2,market,35,190,53,266,253,1300,6,0,0,NN,0,0,,
355,26,5,2,was,36,197,54,273,254,1307,3,0,0,VBD,0,0,,
356,26,5,2,"167,000",37,201,55,277,255,1311,7,0,0,CD,0,0,,
357,26,5,2,units,38,209,56,285,256,1319,5,0,0,NNS,0,0,,
358,26,5,2,.,39,215,57,291,257,1325,1,0,0,.,0,0,,
359,27,5,2,And,0,0,58,293,258,1327,3,0,0,CC,0,0,,
360,27,5,2,however,1,4,59,297,259,1331,7,0,0,RB,0,0,,
361,27,5,2,",",2,12,60,305,260,1339,1,0,0,",",0,0,,
362,27,5,2,thanks,3,14,61,307,261,1341,6,0,0,NNS,0,0,,
363,27,5,2,to,4,21,62,314,262,1348,2,0,0,TO,0,0,,
364,27,5,2,newly,5,24,63,317,263,1351,5,0,0,RB,0,0,,
365,27,5,2,launched,6,30,64,323,264,1357,8,0,0,VBN,0,0,,
366,27,5,2,Grandeur,7,39,65,332,265,1366,8,0,0,NNP,0,0,,
