88,1449281,MANAGEMENT DISCUSSION SECTION,11,2,,,,,,,,,
89,1449281,MANAGEMENT DISCUSSION SECTION,10,3,,,,,,,,,
90,1449281,Q&A,9,4,,,,,,,,,
91,1449281,Q&A,,5,,,,,,,,q,
92,1449281,Q&A,10,6,,,,,,,,a,
93,1449281,Q&A,,7,,,,,,,,q,
94,1449281,Q&A,10,8,,,,,,,,a,
95,1449281,Q&A,,9,,,,,,,,q,
96,1449281,Q&A,,10,,,,,,,,a,
97,1449281,Q&A,,11,,,,,,,,q,
98,1449281,Q&A,,12,,,,,,,,a,
99,1449281,Q&A,10,13,,,,,,,,a,
100,1449281,Q&A,,14,,,,,,,,a,
101,1449281,Q&A,,15,,,,,,,,a,
102,1449281,Q&A,,16,,,,,,,,q,
103,1449281,Q&A,,17,,,,,,,,a,
104,1449281,Q&A,,18,,,,,,,,q,
105,1449281,Q&A,,19,,,,,,,,a,
106,1449281,Q&A,9,20,,,,,,,,,
107,1449281,Q&A,10,21,,,,,,,,,
108,1449281,Q&A,11,22,,,,,,,,,
109,1449281,Q&A,9,23,,,,,,,,,
110,1472171,MANAGEMENT DISCUSSION SECTION,12,0,,,,,,,,,
111,1472171,MANAGEMENT DISCUSSION SECTION,13,1,,,,,,,,,
112,1472171,MANAGEMENT DISCUSSION SECTION,14,2,,,,,,,,,
113,1472171,Q&A,13,3,,,,,,,,a,
114,1472171,Q&A,15,4,,,,,,,,,
115,1472171,Q&A,,5,,,,,,,,q,
116,1472171,Q&A,14,6,,,,,,,,a,
117,1472171,Q&A,,7,,,,,,,,q,
118,1472171,Q&A,14,8,,,,,,,,a,
119,1472171,Q&A,,9,,,,,,,,q,
120,1472171,Q&A,14,10,,,,,,,,a,
121,1472171,Q&A,,11,,,,,,,,q,
122,1472171,Q&A,14,12,,,,,,,,a,
123,1472171,Q&A,,13,,,,,,,,q,
